지점,지점명,일시(UTC),기압(hPa),고도(gpm),풍향(deg),풍속(knot)
47122,오산,2014-05-17 06:00,150,13930,275,107
47122,오산,2014-05-17 06:00,200,12060,270,111
47122,오산,2014-05-17 06:00,250,10580,275,109
47122,오산,2014-05-17 06:00,300,9350,270,72
47122,오산,2014-05-17 06:00,400,7330,280,31
47122,오산,2014-05-17 06:00,500,5690,295,30
47122,오산,2014-05-17 06:00,700,3062,290,23
47122,오산,2014-05-17 06:00,850,1475,315,2
47122,오산,2014-05-17 06:00,925,765,285,4
47122,오산,2014-05-17 06:00,1000,97,160,2
47122,오산,2014-05-17 12:00,10,31260,,
47122,오산,2014-05-17 12:00,20,26610,,
47122,오산,2014-05-17 12:00,30,23980,,
47122,오산,2014-05-17 12:00,50,20720,,
47122,오산,2014-05-17 12:00,70,18610,300,91
47122,오산,2014-05-17 12:00,100,16420,,
47122,오산,2014-05-17 12:00,150,13890,290,75
47122,오산,2014-05-17 12:00,200,12030,280,116
47122,오산,2014-05-17 12:00,250,10560,270,123
47122,오산,2014-05-17 12:00,300,9330,285,99
47122,오산,2014-05-17 12:00,400,7320,300,30
47122,오산,2014-05-17 12:00,500,5690,310,22
47122,오산,2014-05-17 12:00,700,3059,300,15
47122,오산,2014-05-17 12:00,850,1473,265,3
47122,오산,2014-05-17 12:00,925,761,260,5
47122,오산,2014-05-17 12:00,1000,93,255,3
47122,오산,2014-05-17 18:00,20,26580,,
47122,오산,2014-05-17 18:00,30,23950,,
47122,오산,2014-05-17 18:00,50,20700,,
47122,오산,2014-05-17 18:00,70,18610,285,69
47122,오산,2014-05-17 18:00,100,16430,285,57
47122,오산,2014-05-17 18:00,150,13880,275,82
47122,오산,2014-05-17 18:00,200,12020,275,116
47122,오산,2014-05-17 18:00,250,10560,270,86
47122,오산,2014-05-17 18:00,300,9350,290,80
47122,오산,2014-05-17 18:00,400,7340,300,19
47122,오산,2014-05-17 18:00,500,5700,290,11
47122,오산,2014-05-17 18:00,700,3067,280,14
47122,오산,2014-05-17 18:00,850,1483,315,6
47122,오산,2014-05-17 18:00,925,774,310,5
47122,오산,2014-05-17 18:00,1000,112,245,1
47122,오산,2014-05-18 00:00,20,26760,90,11
47122,오산,2014-05-18 00:00,30,24090,110,10
47122,오산,2014-05-18 00:00,50,20790,280,16
47122,오산,2014-05-18 00:00,70,18670,280,37
47122,오산,2014-05-18 00:00,100,16460,270,57
47122,오산,2014-05-18 00:00,150,13900,270,108
47122,오산,2014-05-18 00:00,200,12040,270,92
47122,오산,2014-05-18 00:00,250,10580,270,56
47122,오산,2014-05-18 00:00,300,9370,275,46
47122,오산,2014-05-18 00:00,400,7350,275,34
47122,오산,2014-05-18 00:00,500,5710,245,18
47122,오산,2014-05-18 00:00,700,3070,320,12
47122,오산,2014-05-18 00:00,850,1480,155,2
47122,오산,2014-05-18 00:00,925,772,60,3
47122,오산,2014-05-18 00:00,1000,110,80,1
47122,오산,2014-05-18 06:00,30,24160,,
47122,오산,2014-05-18 06:00,50,20820,100,3
47122,오산,2014-05-18 06:00,70,18700,285,29
47122,오산,2014-05-18 06:00,100,16470,265,49
47122,오산,2014-05-18 06:00,150,13900,270,100
47122,오산,2014-05-18 06:00,200,12030,270,87
47122,오산,2014-05-18 06:00,250,10580,260,53
47122,오산,2014-05-18 06:00,300,9370,265,48
47122,오산,2014-05-18 06:00,400,7360,285,33
47122,오산,2014-05-18 06:00,500,5710,285,23
47122,오산,2014-05-18 06:00,700,3077,255,11
47122,오산,2014-05-18 06:00,850,1485,240,4
47122,오산,2014-05-18 06:00,925,774,200,2
47122,오산,2014-05-18 06:00,1000,103,5,2
47122,오산,2014-05-18 12:00,30,23950,295,113
47122,오산,2014-05-18 12:00,50,20680,,
47122,오산,2014-05-18 12:00,70,18570,,
47122,오산,2014-05-18 12:00,100,16360,,
47122,오산,2014-05-18 12:00,150,13830,265,80
47122,오산,2014-05-18 12:00,200,11980,270,72
47122,오산,2014-05-18 12:00,250,10530,270,60
47122,오산,2014-05-18 12:00,300,9330,270,44
47122,오산,2014-05-18 12:00,400,7340,295,24
47122,오산,2014-05-18 12:00,500,5700,305,16
47122,오산,2014-05-18 12:00,700,3071,290,10
47122,오산,2014-05-18 12:00,850,1479,235,10
47122,오산,2014-05-18 12:00,925,766,275,8
47122,오산,2014-05-18 12:00,1000,98,285,5
47122,오산,2014-05-18 18:00,20,26540,5,12
47122,오산,2014-05-18 18:00,30,23920,100,12
47122,오산,2014-05-18 18:00,50,20660,270,18
47122,오산,2014-05-18 18:00,70,18570,255,21
47122,오산,2014-05-18 18:00,100,16370,285,64
47122,오산,2014-05-18 18:00,150,13810,270,55
47122,오산,2014-05-18 18:00,200,11960,280,59
47122,오산,2014-05-18 18:00,250,10520,285,28
47122,오산,2014-05-18 18:00,300,9340,330,9
47122,오산,2014-05-18 18:00,400,7360,300,13
47122,오산,2014-05-18 18:00,500,5710,335,11
47122,오산,2014-05-18 18:00,700,3081,275,8
47122,오산,2014-05-18 18:00,850,1486,245,12
47122,오산,2014-05-18 18:00,925,776,235,5
47122,오산,2014-05-18 18:00,1000,115,270,2
47122,오산,2014-05-19 00:00,10,31500,175,5
47122,오산,2014-05-19 00:00,20,26770,55,4
47122,오산,2014-05-19 00:00,30,24100,125,7
47122,오산,2014-05-19 00:00,50,20790,295,15
47122,오산,2014-05-19 00:00,70,18660,260,32
47122,오산,2014-05-19 00:00,100,16450,295,38
47122,오산,2014-05-19 00:00,150,13880,275,65
47122,오산,2014-05-19 00:00,200,12040,310,101
47122,오산,2014-05-19 00:00,250,10600,320,52
47122,오산,2014-05-19 00:00,300,9400,320,30
47122,오산,2014-05-19 00:00,400,7390,265,10
47122,오산,2014-05-19 00:00,500,5740,275,15
47122,오산,2014-05-19 00:00,700,3090,270,8
47122,오산,2014-05-19 00:00,850,1488,275,6
47122,오산,2014-05-19 00:00,925,777,165,2
47122,오산,2014-05-19 00:00,1000,118,65,2
47122,오산,2014-05-19 06:00,30,24020,,
47122,오산,2014-05-19 06:00,50,20730,,
47122,오산,2014-05-19 06:00,70,18610,285,37
47122,오산,2014-05-19 06:00,100,16400,265,34
47122,오산,2014-05-19 06:00,150,13870,275,76
47122,오산,2014-05-19 06:00,200,12060,290,103
47122,오산,2014-05-19 06:00,250,10630,280,74
47122,오산,2014-05-19 06:00,300,9410,270,57
47122,오산,2014-05-19 06:00,400,7390,265,29
47122,오산,2014-05-19 06:00,500,5730,245,23
47122,오산,2014-05-19 06:00,700,3078,220,7
47122,오산,2014-05-19 06:00,850,1482,240,8
47122,오산,2014-05-19 06:00,925,768,240,7
47122,오산,2014-05-19 06:00,1000,100,250,3
47122,오산,2014-05-19 12:00,50,20660,290,15
47122,오산,2014-05-19 12:00,70,18570,295,35
47122,오산,2014-05-19 12:00,100,16380,280,61
47122,오산,2014-05-19 12:00,150,13870,270,95
47122,오산,2014-05-19 12:00,200,12080,255,83
47122,오산,2014-05-19 12:00,250,10640,250,67
47122,오산,2014-05-19 12:00,300,9410,265,48
47122,오산,2014-05-19 12:00,400,7370,240,42
47122,오산,2014-05-19 12:00,500,5710,250,22
47122,오산,2014-05-19 12:00,700,3068,235,12
47122,오산,2014-05-19 12:00,850,1467,225,9
47122,오산,2014-05-19 12:00,925,754,260,6
47122,오산,2014-05-19 12:00,1000,88,330,3
47122,오산,2014-05-19 18:00,20,26500,55,9
47122,오산,2014-05-19 18:00,30,23900,180,2
47122,오산,2014-05-19 18:00,50,20660,290,15
47122,오산,2014-05-19 18:00,70,18570,255,25
47122,오산,2014-05-19 18:00,100,16390,270,56
47122,오산,2014-05-19 18:00,150,13880,260,91
47122,오산,2014-05-19 18:00,200,12060,240,87
47122,오산,2014-05-19 18:00,250,10630,240,81
47122,오산,2014-05-19 18:00,300,9390,240,47
47122,오산,2014-05-19 18:00,400,7340,235,31
47122,오산,2014-05-19 18:00,500,5690,225,18
47122,오산,2014-05-19 18:00,700,3060,220,9
47122,오산,2014-05-19 18:00,850,1464,240,10
47122,오산,2014-05-19 18:00,925,748,310,4
47122,오산,2014-05-19 18:00,1000,81,105,2
47122,오산,2014-05-20 00:00,10,31680,75,16
47122,오산,2014-05-20 00:00,20,26850,70,12
47122,오산,2014-05-20 00:00,30,24150,85,4
47122,오산,2014-05-20 00:00,50,20820,290,1
47122,오산,2014-05-20 00:00,70,18660,275,35
47122,오산,2014-05-20 00:00,100,16430,255,34
47122,오산,2014-05-20 00:00,150,13860,255,86
47122,오산,2014-05-20 00:00,200,12020,235,85
47122,오산,2014-05-20 00:00,250,10570,225,79
47122,오산,2014-05-20 00:00,300,9350,230,63
47122,오산,2014-05-20 00:00,400,7310,255,38
47122,오산,2014-05-20 00:00,500,5660,255,16
47122,오산,2014-05-20 00:00,700,3042,85,3
47122,오산,2014-05-20 00:00,850,1446,60,3
47122,오산,2014-05-20 00:00,925,732,60,4
47122,오산,2014-05-20 00:00,1000,66,0,0
47122,오산,2014-05-20 06:00,20,26790,85,6
47122,오산,2014-05-20 06:00,30,24130,115,5
47122,오산,2014-05-20 06:00,50,20820,245,7
47122,오산,2014-05-20 06:00,70,18690,265,36
47122,오산,2014-05-20 06:00,100,16470,250,43
47122,오산,2014-05-20 06:00,150,13900,240,67
47122,오산,2014-05-20 06:00,200,12050,210,68
47122,오산,2014-05-20 06:00,250,10600,210,62
47122,오산,2014-05-20 06:00,300,9370,225,56
47122,오산,2014-05-20 06:00,400,7330,300,22
47122,오산,2014-05-20 06:00,500,5670,320,27
47122,오산,2014-05-20 06:00,700,3037,40,4
47122,오산,2014-05-20 06:00,850,1444,25,10
47122,오산,2014-05-20 06:00,925,728,340,3
47122,오산,2014-05-20 06:00,1000,56,5,1
47122,오산,2014-05-20 12:00,10,31150,,
47122,오산,2014-05-20 12:00,20,26530,,
47122,오산,2014-05-20 12:00,30,23930,275,38
47122,오산,2014-05-20 12:00,50,20680,245,16
47122,오산,2014-05-20 12:00,70,18580,280,37
47122,오산,2014-05-20 12:00,100,16370,255,48
47122,오산,2014-05-20 12:00,150,13820,265,42
47122,오산,2014-05-20 12:00,200,11960,260,44
47122,오산,2014-05-20 12:00,250,10520,250,36
47122,오산,2014-05-20 12:00,300,9300,260,30
47122,오산,2014-05-20 12:00,400,7290,310,36
47122,오산,2014-05-20 12:00,500,5640,325,33
47122,오산,2014-05-20 12:00,700,3018,345,16
47122,오산,2014-05-20 12:00,850,1417,335,4
47122,오산,2014-05-20 12:00,925,700,290,8
47122,오산,2014-05-20 12:00,1000,,,
47122,오산,2014-05-20 18:00,70,18560,,
47122,오산,2014-05-20 18:00,100,16350,,
47122,오산,2014-05-20 18:00,150,13790,260,42
47122,오산,2014-05-20 18:00,200,11930,270,49
47122,오산,2014-05-20 18:00,250,10480,275,56
47122,오산,2014-05-20 18:00,300,9280,290,52
47122,오산,2014-05-20 18:00,400,7280,305,49
47122,오산,2014-05-20 18:00,500,5640,305,44
47122,오산,2014-05-20 18:00,700,3010,280,29
47122,오산,2014-05-20 18:00,850,1418,290,20
47122,오산,2014-05-20 18:00,925,708,320,17
47122,오산,2014-05-20 18:00,1000,,,
47122,오산,2014-05-21 00:00,50,20820,,
47122,오산,2014-05-21 00:00,70,18670,,
47122,오산,2014-05-21 00:00,100,16410,275,48
47122,오산,2014-05-21 00:00,150,13810,270,48
47122,오산,2014-05-21 00:00,200,11940,275,48
47122,오산,2014-05-21 00:00,250,10490,290,51
47122,오산,2014-05-21 00:00,300,9290,295,54
47122,오산,2014-05-21 00:00,400,7290,300,47
47122,오산,2014-05-21 00:00,500,5640,300,34
47122,오산,2014-05-21 00:00,700,2996,315,31
47122,오산,2014-05-21 00:00,850,1415,330,19
47122,오산,2014-05-21 00:00,925,712,310,15
47122,오산,2014-05-21 00:00,1000,56,290,2
47122,오산,2014-05-21 06:00,30,24090,275,12
47122,오산,2014-05-21 06:00,50,20790,270,14
47122,오산,2014-05-21 06:00,70,18650,265,28
47122,오산,2014-05-21 06:00,100,16410,285,34
47122,오산,2014-05-21 06:00,150,13810,275,51
47122,오산,2014-05-21 06:00,200,11940,290,59
47122,오산,2014-05-21 06:00,250,10500,280,63
47122,오산,2014-05-21 06:00,300,9300,290,61
47122,오산,2014-05-21 06:00,400,7310,310,51
47122,오산,2014-05-21 06:00,500,5660,305,45
47122,오산,2014-05-21 06:00,700,3028,325,38
47122,오산,2014-05-21 06:00,850,1433,350,24
47122,오산,2014-05-21 06:00,925,724,245,8
47122,오산,2014-05-21 06:00,1000,56,240,5
47122,오산,2014-05-21 12:00,10,31130,,
47122,오산,2014-05-21 12:00,20,26520,,
47122,오산,2014-05-21 12:00,30,23910,,
47122,오산,2014-05-21 12:00,50,20670,280,63
47122,오산,2014-05-21 12:00,70,18550,285,56
47122,오산,2014-05-21 12:00,100,16330,,
47122,오산,2014-05-21 12:00,150,13770,,
47122,오산,2014-05-21 12:00,200,11910,,
47122,오산,2014-05-21 12:00,250,10460,310,53
47122,오산,2014-05-21 12:00,300,9260,315,60
47122,오산,2014-05-21 12:00,400,7280,320,56
47122,오산,2014-05-21 12:00,500,5650,315,49
47122,오산,2014-05-21 12:00,700,3031,325,29
47122,오산,2014-05-21 12:00,850,1438,315,18
47122,오산,2014-05-21 12:00,925,724,295,17
47122,오산,2014-05-21 12:00,1000,60,295,2
47122,오산,2014-05-21 18:00,20,26540,,
47122,오산,2014-05-21 18:00,30,23900,,
47122,오산,2014-05-21 18:00,50,20660,,
47122,오산,2014-05-21 18:00,70,18550,,
47122,오산,2014-05-21 18:00,100,16330,,
47122,오산,2014-05-21 18:00,150,13780,295,71
47122,오산,2014-05-21 18:00,200,11930,285,77
47122,오산,2014-05-21 18:00,250,10490,305,67
47122,오산,2014-05-21 18:00,300,9290,300,64
47122,오산,2014-05-21 18:00,400,7310,315,60
47122,오산,2014-05-21 18:00,500,5670,320,51
47122,오산,2014-05-21 18:00,700,3052,315,30
47122,오산,2014-05-21 18:00,850,1455,315,14
47122,오산,2014-05-21 18:00,925,740,305,15
47122,오산,2014-05-21 18:00,1000,79,245,1
47122,오산,2014-05-22 00:00,30,24000,90,9
47122,오산,2014-05-22 00:00,50,20730,290,6
47122,오산,2014-05-22 00:00,70,18610,315,23
47122,오산,2014-05-22 00:00,100,16370,305,42
47122,오산,2014-05-22 00:00,150,13820,290,62
47122,오산,2014-05-22 00:00,200,11970,290,81
47122,오산,2014-05-22 00:00,250,10530,330,64
47122,오산,2014-05-22 00:00,300,9330,340,67
47122,오산,2014-05-22 00:00,400,7330,325,61
47122,오산,2014-05-22 00:00,500,5690,325,46
47122,오산,2014-05-22 00:00,700,3065,325,40
47122,오산,2014-05-22 00:00,850,1470,305,14
47122,오산,2014-05-22 00:00,925,756,295,11
47122,오산,2014-05-22 00:00,1000,98,75,2
47122,오산,2014-05-22 06:00,30,24080,,
47122,오산,2014-05-22 06:00,50,20790,,
47122,오산,2014-05-22 06:00,70,18670,,
47122,오산,2014-05-22 06:00,100,16430,,
47122,오산,2014-05-22 06:00,150,13870,290,55
47122,오산,2014-05-22 06:00,200,12020,290,58
47122,오산,2014-05-22 06:00,250,10590,325,48
47122,오산,2014-05-22 06:00,300,9390,325,56
47122,오산,2014-05-22 06:00,400,7380,325,53
47122,오산,2014-05-22 06:00,500,5720,335,50
47122,오산,2014-05-22 06:00,700,3088,325,33
47122,오산,2014-05-22 06:00,850,1483,300,12
47122,오산,2014-05-22 06:00,925,767,240,3
47122,오산,2014-05-22 06:00,1000,93,190,2
47122,오산,2014-05-22 12:00,20,26650,,
47122,오산,2014-05-22 12:00,30,24000,,
47122,오산,2014-05-22 12:00,50,20750,,
47122,오산,2014-05-22 12:00,70,18640,,
47122,오산,2014-05-22 12:00,100,16440,310,85
47122,오산,2014-05-22 12:00,150,13890,,
47122,오산,2014-05-22 12:00,200,12040,315,55
47122,오산,2014-05-22 12:00,250,10620,320,47
47122,오산,2014-05-22 12:00,300,9410,330,48
47122,오산,2014-05-22 12:00,400,7400,330,49
47122,오산,2014-05-22 12:00,500,5750,340,40
47122,오산,2014-05-22 12:00,700,3103,330,26
47122,오산,2014-05-22 12:00,850,1492,295,2
47122,오산,2014-05-22 12:00,925,771,225,6
47122,오산,2014-05-22 12:00,1000,98,285,3
47122,오산,2014-05-22 18:00,10,31280,75,22
47122,오산,2014-05-22 18:00,20,26570,90,8
47122,오산,2014-05-22 18:00,30,23940,75,12
47122,오산,2014-05-22 18:00,50,20720,15,10
47122,오산,2014-05-22 18:00,70,18620,320,29
47122,오산,2014-05-22 18:00,100,16420,315,50
47122,오산,2014-05-22 18:00,150,13880,315,60
47122,오산,2014-05-22 18:00,200,12060,325,52
47122,오산,2014-05-22 18:00,250,10640,360,50
47122,오산,2014-05-22 18:00,300,9440,355,47
47122,오산,2014-05-22 18:00,400,7430,335,36
47122,오산,2014-05-22 18:00,500,5770,350,36
47122,오산,2014-05-22 18:00,700,3120,335,30
47122,오산,2014-05-22 18:00,850,1510,225,4
47122,오산,2014-05-22 18:00,925,794,200,10
47122,오산,2014-05-22 18:00,1000,127,210,3
47122,오산,2014-05-23 00:00,20,26890,,
47122,오산,2014-05-23 00:00,30,24190,,
47122,오산,2014-05-23 00:00,50,20870,,
47122,오산,2014-05-23 00:00,70,18760,335,32
47122,오산,2014-05-23 00:00,100,16530,320,56
47122,오산,2014-05-23 00:00,150,13970,320,51
47122,오산,2014-05-23 00:00,200,12140,10,55
47122,오산,2014-05-23 00:00,250,10710,15,55
47122,오산,2014-05-23 00:00,300,9500,350,42
47122,오산,2014-05-23 00:00,400,7480,325,28
47122,오산,2014-05-23 00:00,500,5810,350,28
47122,오산,2014-05-23 00:00,700,3150,350,36
47122,오산,2014-05-23 00:00,850,1530,310,18
47122,오산,2014-05-23 00:00,925,811,235,5
47122,오산,2014-05-23 00:00,1000,145,140,5
47122,오산,2014-05-23 06:00,50,20810,360,19
47122,오산,2014-05-23 06:00,70,18710,340,22
47122,오산,2014-05-23 06:00,100,16510,335,47
47122,오산,2014-05-23 06:00,150,13980,330,71
47122,오산,2014-05-23 06:00,200,12190,360,57
47122,오산,2014-05-23 06:00,250,10760,5,47
47122,오산,2014-05-23 06:00,300,9540,355,36
47122,오산,2014-05-23 06:00,400,7500,345,31
47122,오산,2014-05-23 06:00,500,5820,340,28
47122,오산,2014-05-23 06:00,700,3160,5,19
47122,오산,2014-05-23 06:00,850,1538,355,12
47122,오산,2014-05-23 06:00,925,820,235,8
47122,오산,2014-05-23 06:00,1000,148,245,4
47122,오산,2014-05-23 12:00,10,31240,65,16
47122,오산,2014-05-23 12:00,20,26580,40,13
47122,오산,2014-05-23 12:00,30,23970,70,11
47122,오산,2014-05-23 12:00,50,20760,10,18
47122,오산,2014-05-23 12:00,70,18680,320,26
47122,오산,2014-05-23 12:00,100,16510,335,51
47122,오산,2014-05-23 12:00,150,14020,335,65
47122,오산,2014-05-23 12:00,200,12240,340,57
47122,오산,2014-05-23 12:00,250,10800,335,54
47122,오산,2014-05-23 12:00,300,9570,325,41
47122,오산,2014-05-23 12:00,400,7520,325,25
47122,오산,2014-05-23 12:00,500,5840,345,24
47122,오산,2014-05-23 12:00,700,3163,350,18
47122,오산,2014-05-23 12:00,850,1538,360,8
47122,오산,2014-05-23 12:00,925,815,215,10
47122,오산,2014-05-23 12:00,1000,146,260,5
47122,오산,2014-05-23 18:00,30,23930,,
47122,오산,2014-05-23 18:00,50,20740,,
47122,오산,2014-05-23 18:00,70,18670,,
47122,오산,2014-05-23 18:00,100,16510,325,95
47122,오산,2014-05-23 18:00,150,14040,330,79
47122,오산,2014-05-23 18:00,200,12270,340,62
47122,오산,2014-05-23 18:00,250,10820,320,45
47122,오산,2014-05-23 18:00,300,9570,305,39
47122,오산,2014-05-23 18:00,400,7520,300,29
47122,오산,2014-05-23 18:00,500,5830,285,13
47122,오산,2014-05-23 18:00,700,3165,340,12
47122,오산,2014-05-23 18:00,850,1545,305,7
47122,오산,2014-05-23 18:00,925,824,255,14
47122,오산,2014-05-23 18:00,1000,163,265,3
47122,오산,2014-05-24 00:00,20,26840,85,13
47122,오산,2014-05-24 00:00,30,24180,60,13
47122,오산,2014-05-24 00:00,50,20910,350,5
47122,오산,2014-05-24 00:00,70,18820,345,19
47122,오산,2014-05-24 00:00,100,16640,325,42
47122,오산,2014-05-24 00:00,150,14150,325,53
47122,오산,2014-05-24 00:00,200,12350,315,54
47122,오산,2014-05-24 00:00,250,10880,300,41
47122,오산,2014-05-24 00:00,300,9620,300,34
47122,오산,2014-05-24 00:00,400,7540,270,39
47122,오산,2014-05-24 00:00,500,5850,260,23
47122,오산,2014-05-24 00:00,700,3169,275,3
47122,오산,2014-05-24 00:00,850,1545,270,4
47122,오산,2014-05-24 00:00,925,822,340,4
47122,오산,2014-05-24 00:00,1000,158,35,1
47122,오산,2014-05-24 06:00,20,26780,,
47122,오산,2014-05-24 06:00,30,24110,,
47122,오산,2014-05-24 06:00,50,20850,,
47122,오산,2014-05-24 06:00,70,18770,,
47122,오산,2014-05-24 06:00,100,16610,310,48
47122,오산,2014-05-24 06:00,150,14140,290,71
47122,오산,2014-05-24 06:00,200,12340,290,61
47122,오산,2014-05-24 06:00,250,10870,285,45
47122,오산,2014-05-24 06:00,300,9600,290,35
47122,오산,2014-05-24 06:00,400,7500,250,44
47122,오산,2014-05-24 06:00,500,5810,245,30
47122,오산,2014-05-24 06:00,700,3150,190,14
47122,오산,2014-05-24 06:00,850,1527,195,13
47122,오산,2014-05-24 06:00,925,803,260,4
47122,오산,2014-05-24 06:00,1000,127,65,1
47122,오산,2014-05-24 12:00,10,31070,,
47122,오산,2014-05-24 12:00,20,26500,,
47122,오산,2014-05-24 12:00,30,23920,,
47122,오산,2014-05-24 12:00,50,20730,310,49
47122,오산,2014-05-24 12:00,70,18680,305,23
47122,오산,2014-05-24 12:00,100,16530,305,53
47122,오산,2014-05-24 12:00,150,14070,285,68
47122,오산,2014-05-24 12:00,200,12270,265,77
47122,오산,2014-05-24 12:00,250,10810,265,44
47122,오산,2014-05-24 12:00,300,9560,275,46
47122,오산,2014-05-24 12:00,400,7480,280,53
47122,오산,2014-05-24 12:00,500,5780,235,46
47122,오산,2014-05-24 12:00,700,3129,210,26
47122,오산,2014-05-24 12:00,850,1513,215,21
47122,오산,2014-05-24 12:00,925,795,235,20
47122,오산,2014-05-24 12:00,1000,128,265,5
47122,오산,2014-05-24 18:00,20,26570,120,10
47122,오산,2014-05-24 18:00,30,23960,70,12
47122,오산,2014-05-24 18:00,50,20760,315,9
47122,오산,2014-05-24 18:00,70,18700,305,27
47122,오산,2014-05-24 18:00,100,16550,290,62
47122,오산,2014-05-24 18:00,150,14070,295,68
47122,오산,2014-05-24 18:00,200,12250,295,43
47122,오산,2014-05-24 18:00,250,10800,315,56
47122,오산,2014-05-24 18:00,300,9560,305,44
47122,오산,2014-05-24 18:00,400,7480,305,54
47122,오산,2014-05-24 18:00,500,5780,270,35
47122,오산,2014-05-24 18:00,700,3112,220,28
47122,오산,2014-05-24 18:00,850,1506,240,31
47122,오산,2014-05-24 18:00,925,790,230,18
47122,오산,2014-05-24 18:00,1000,121,215,3
47122,오산,2014-05-25 00:00,30,24140,105,10
47122,오산,2014-05-25 00:00,50,20860,340,10
47122,오산,2014-05-25 00:00,70,18760,325,20
47122,오산,2014-05-25 00:00,100,16600,305,62
47122,오산,2014-05-25 00:00,150,14100,300,83
47122,오산,2014-05-25 00:00,200,12260,300,68
47122,오산,2014-05-25 00:00,250,10800,290,45
47122,오산,2014-05-25 00:00,300,9550,295,44
